, train acc, test acc
1, 0.984850,0.982800
2, 0.990467,0.986000
3, 0.992683,0.984600
4, 0.993767,0.987800
5, 0.996567,0.989000
6, 0.995633,0.987400
7, 0.997067,0.988200
8, 0.998267,0.989900
9, 0.998867,0.990000
10, 0.998333,0.988500
11, 0.997500,0.989300
12, 0.999317,0.990300
13, 0.999550,0.991000
14, 0.999717,0.989600
15, 0.999817,0.990000
16, 0.999967,0.991400
