, train acc, test acc
1, 0.985100,0.983000
2, 0.987117,0.980800
3, 0.992033,0.987400
4, 0.993667,0.986800
5, 0.995650,0.988700
6, 0.996800,0.988000
7, 0.992833,0.983200
8, 0.997950,0.988800
9, 0.998650,0.990300
10, 0.996717,0.987600
11, 0.998833,0.989700
12, 0.999333,0.989000
13, 0.999417,0.990300
14, 0.999783,0.990500
15, 0.999383,0.989500
16, 0.997083,0.985300
