, train acc, test acc
1, 0.978533,0.977800
2, 0.989117,0.986100
3, 0.989650,0.986600
4, 0.994133,0.989400
5, 0.993450,0.988300
6, 0.996150,0.989900
7, 0.995867,0.989100
8, 0.997183,0.989400
9, 0.995850,0.989400
10, 0.998450,0.989200
11, 0.998517,0.989600
12, 0.999350,0.991200
13, 0.999483,0.989900
14, 0.999583,0.991500
15, 0.999850,0.992200
16, 0.999833,0.991200
